date,competition_id,match_id,team_name,home_away,squad_num,position,player_name,starting,sub_out,sub_in,yellow,red
20200508,1,1,전북,H,31,GK,송범근,1,,,,
20200508,1,1,전북,H,22,DF,김진수,1,,,,
20200508,1,1,전북,H,6,DF,최보경,1,,,,
20200508,1,1,전북,H,26,DF,홍정호,1,,,,
20200508,1,1,전북,H,2,DF,이용,1,,,전반11,
20200508,1,1,전북,H,28,MF,손준호,1,,,,
20200508,1,1,전북,H,10,MF,무릴로,1,후반15(17),,,
20200508,1,1,전북,H,13,MF,김보경,1,후반44(57),,,
20200508,1,1,전북,H,14,MF,이승기,1,,,,
20200508,1,1,전북,H,7,MF,한교원,1,,,,
20200508,1,1,전북,H,11,FW,조규성,1,후반15(20),,,
20200508,1,1,전북,H,1,SUB,이범영,0,,,,
20200508,1,1,전북,H,25,SUB,최철순,0,,,,
20200508,1,1,전북,H,15,SUB,구자룡,0,,,,
20200508,1,1,전북,H,8,SUB,정혁,0,,,,
20200508,1,1,전북,H,57,SUB,이수빈,0,,후반44(13),,
20200508,1,1,전북,H,17,SUB,쿠니모토,0,,후반15(10),,
20200508,1,1,전북,H,20,SUB,이동국,0,,후반15(11),,
20200508,1,1,수원,A,19,GK,노동건,1,,,,
20200508,1,1,수원,A,2,DF,박대원,1,,,,
20200508,1,1,수원,A,4,DF,헨리,1,,,,
20200508,1,1,수원,A,16,DF,이종성,1,,,,
20200508,1,1,수원,A,33,MF,홍철,1,,,,
20200508,1,1,수원,A,77,MF,고승범,1,,,,
20200508,1,1,수원,A,8,MF,안토니스,1,,,,후반29
20200508,1,1,수원,A,23,MF,명준재,1,,,,
20200508,1,1,수원,A,10,MF,김민우,1,후반36(35),,,
20200508,1,1,수원,A,26,FW,염기훈,1,후반35(13),,,
20200508,1,1,수원,A,18,FW,타가트,1,후반30(9),,전반9,
20200508,1,1,수원,A,21,SUB,양형모,0,,,,
20200508,1,1,수원,A,27,SUB,이풍연,0,,,,
20200508,1,1,수원,A,35,SUB,장호익,0,,후반36(10),,
20200508,1,1,수원,A,11,SUB,임상협,0,,,,
20200508,1,1,수원,A,9,SUB,한의권,0,,후반30(18),,
20200508,1,1,수원,A,13,SUB,한석희,0,,후반35(26),,
20200508,1,1,수원,A,7,SUB,크르피치,0,,,,
20200509,1,2,울산,H,21,GK,조현우,1,,,,
20200509,1,2,울산,H,3,DF,데이비슨,1,,,후반43,
20200509,1,2,울산,H,4,DF,불투이스,1,,,,
20200509,1,2,울산,H,15,DF,정승현,1,,,,
20200509,1,2,울산,H,23,DF,김태환,1,,,,
20200509,1,2,울산,H,8,MF,신진호,1,후반36(14),,,
20200509,1,2,울산,H,10,MF,윤빛가람,1,,,,
20200509,1,2,울산,H,98,MF,이상헌,1,후반17(22),,,
20200509,1,2,울산,H,72,MF,이청용,1,,,,
20200509,1,2,울산,H,7,MF,김인성,1,,,,
20200509,1,2,울산,H,9,FW,주니오,1,후반34(19),,,
20200509,1,2,울산,H,25,SUB,서주환,0,,,,
20200509,1,2,울산,H,2,SUB,정동호,0,,,,
20200509,1,2,울산,H,44,SUB,김기희,0,,,,
20200509,1,2,울산,H,22,SUB,고명진,0,,후반17(98),,
20200509,1,2,울산,H,16,SUB,원두재,0,,,,
20200509,1,2,울산,H,14,SUB,이동경,0,,후반36(8),,
20200509,1,2,울산,H,19,SUB,비욘존슨,0,,후반34(9),,
20200509,1,2,상주,A,1,GK,황병근,1,,,,
20200509,1,2,상주,A,2,DF,배재우,1,,,전반44,
20200509,1,2,상주,A,9,DF,김진혁,1,,,,
20200509,1,2,상주,A,12,DF,강상우,1,,,,
20200509,1,2,상주,A,15,DF,권경원,1,,,,
20200509,1,2,상주,A,4,MF,한석종,1,,,,
20200509,1,2,상주,A,6,MF,김선우,1,후반9(8),,,
20200509,1,2,상주,A,14,MF,김민혁,1,,,,
20200509,1,2,상주,A,10,FW,진성욱,1,,,,
20200509,1,2,상주,A,16,FW,송승민,1,,,,
20200509,1,2,상주,A,17,FW,문선민,1,후반21(11),,,
