date,competition_id,match_id,team_name,home_away,squad_num,position,player_name,starting,sub_out,sub_in,yellow,red
20200509,2,1,제주,H,21,GK,오승훈,1,,,,
20200509,2,1,제주,H,23,DF,백동규,1,,,,
20200509,2,1,제주,H,5,DF,권한진,1,전반43(20),,,
20200509,2,1,제주,H,15,DF,임덕근,1,,,,
20200509,2,1,제주,H,13,MF,정운,1,,,,
20200509,2,1,제주,H,6,MF,강윤성,1,후반18(14),,전반6,
20200509,2,1,제주,H,8,MF,이창민,1,,,,
20200509,2,1,제주,H,17,MF,안현범,1,,,,
20200509,2,1,제주,H,10,MF,아길라르,1,,,,
20200509,2,1,제주,H,19,FW,공민현,1,후반31(9),,전반16,
20200509,2,1,제주,H,18,FW,주민규,1,,,,
20200509,2,1,제주,H,31,SUB,유연수,0,,,,
20200509,2,1,제주,H,20,SUB,임동혁,0,,전반43(5),후반24,
20200509,2,1,제주,H,33,SUB,박원재,0,,,,
20200509,2,1,제주,H,14,SUB,김영욱,0,,후반18(6),,
20200509,2,1,제주,H,77,SUB,에델,0,,,,
20200509,2,1,제주,H,26,SUB,김현우,0,,,,
20200509,2,1,제주,H,9,SUB,정조국,0,,후반31(19),,
20200509,2,1,서울E,A,1,GK,김형근,1,,,,
20200509,2,1,서울E,A,35,DF,김성현,1,,,후반19,후반47
20200509,2,1,서울E,A,7,DF,이상민,1,,,,
20200509,2,1,서울E,A,20,DF,김동권,1,,,,
20200509,2,1,서울E,A,39,DF,김태현,1,,,,
20200509,2,1,서울E,A,15,MF,박성우,1,,,,
20200509,2,1,서울E,A,23,MF,최재훈,1,,,,
20200509,2,1,서울E,A,6,MF,최한솔,1,후반19(8),,,
20200509,2,1,서울E,A,10,MF,김민균,1,,,,
20200509,2,1,서울E,A,70,MF,레안드로,1,후반48(3),,,
20200509,2,1,서울E,A,19,FW,수쿠타 파수,1,전반H(18),,전반40,
20200509,2,1,서울E,A,25,SUB,강정묵,0,,,,
20200509,2,1,서울E,A,3,SUB,김민규,0,,후반48(70),,
20200509,2,1,서울E,A,24,SUB,서재민,0,,,,
20200509,2,1,서울E,A,8,SUB,허범산,0,,후반19(6),,
20200509,2,1,서울E,A,9,SUB,아르시치,0,,,,
20200509,2,1,서울E,A,17,SUB,문상윤,0,,,,
20200509,2,1,서울E,A,18,SUB,원기종,0,,전반H(19),,
20200509,2,2,수원F,H,51,GK,유현,1,,,,
20200509,2,2,수원F,H,24,DF,강신명,1,후반24(5),,후반16,
20200509,2,2,수원F,H,6,DF,최종환,1,,,,
20200509,2,2,수원F,H,20,DF,조유민,1,,,,
20200509,2,2,수원F,H,33,DF,이한샘,1,,,,
20200509,2,2,수원F,H,4,MF,김건웅,1,,,,
20200509,2,2,수원F,H,13,MF,장성재,1,,,,
20200509,2,2,수원F,H,10,MF,말로니,1,,,,
20200509,2,2,수원F,H,21,MF,한정우,1,전반H(11),,,
20200509,2,2,수원F,H,99,MF,다닐로,1,후반30(7),,후반12,
20200509,2,2,수원F,H,9,FW,안병준,1,,,,
20200509,2,2,수원F,H,25,SUB,이시환,0,,,,
20200509,2,2,수원F,H,3,SUB,박민규,0,,,,
20200509,2,2,수원F,H,17,SUB,이지훈,0,,,,
20200509,2,2,수원F,H,5,SUB,장준영,0,,후반24(24),,
20200509,2,2,수원F,H,8,SUB,김재헌,0,,,,
