date,competition_id,match_id,team_name,home_away,squad_num,position,player_name,starting,sub_out,sub_in,yellow,red
20210227,2,1,경남,H,31,GK,손정현,1,,,,
20210227,2,1,경남,H,2,DF,채광훈,1,,,후반34,
20210227,2,1,경남,H,5,DF,김영찬,1,,,,
20210227,2,1,경남,H,20,DF,이광선,1,,,,
20210227,2,1,경남,H,22,DF,김동진,1,,,,
20210227,2,1,경남,H,7,MF,장혁진,1,후반41(6),,후반9,
20210227,2,1,경남,H,26,MF,장하늘,1,전반H(19),,전반13,
20210227,2,1,경남,H,10,FW,백성동,1,,,,
20210227,2,1,경남,H,94,MF,윌리안,1,,,,
20210227,2,1,경남,H,21,MF,도동현,1,후반19(11),,,
20210227,2,1,경남,H,18,FW,이정협,1,,,,
20210227,2,1,경남,H,1,SUB,황성민,0,,,,
20210227,2,1,경남,H,34,SUB,심민용,0,,,,
20210227,2,1,경남,H,3,SUB,유지훈,0,,,,
20210227,2,1,경남,H,6,SUB,이우혁,0,,후반41(7),,
20210227,2,1,경남,H,19,SUB,고경민,0,,전반H(26),후반4,
20210227,2,1,경남,H,88,SUB,이의형,0,,,,
20210227,2,1,경남,H,11,SUB,황일수,0,,후반19(21),,
20210227,2,1,안양,A,13,GK,정민기,1,,,,
20210227,2,1,안양,A,30,DF,백동규,1,,,,
20210227,2,1,안양,A,15,DF,김형진,1,,,,
20210227,2,1,안양,A,99,DF,주현우,1,,,,
20210227,2,1,안양,A,2,DF,정준연,1,,,전반12,
20210227,2,1,안양,A,6,MF,닐손주니어,1,,,,
20210227,2,1,안양,A,8,MF,맹성웅,1,,,,
20210227,2,1,안양,A,14,MF,홍창범,1,후반11(55),,,
20210227,2,1,안양,A,17,FW,하승운,1,후반44(24),,,
20210227,2,1,안양,A,98,FW,최민서,1,전반H(19),,,
20210227,2,1,안양,A,7,FW,심동운,1,,,,
20210227,2,1,안양,A,1,SUB,양동원,0,,,,
20210227,2,1,안양,A,5,SUB,유종현,0,,,,
20210227,2,1,안양,A,3,SUB,최호정,0,,,,
20210227,2,1,안양,A,22,SUB,김준섭,0,,,,
20210227,2,1,안양,A,55,SUB,임선영,0,,후반11(14),,
20210227,2,1,안양,A,24,SUB,모재현,0,,후반44(17),,
20210227,2,1,안양,A,19,SUB,하남,0,,전반H(98),,
20210227,2,2,전남,H,31,GK,김다솔,1,,,,
20210227,2,2,전남,H,5,DF,고태원,1,,,후반42,
20210227,2,2,전남,H,3,DF,박찬용,1,,,,
20210227,2,2,전남,H,27,DF,김영욱,1,후반37(17),,,
20210227,2,2,전남,H,33,MF,올렉,1,후반14(22),,,
20210227,2,2,전남,H,6,DF,황기욱,1,,,후반23,
20210227,2,2,전남,H,10,MF,김현욱,1,,,,
20210227,2,2,전남,H,18,MF,장성재,1,,,,
20210227,2,2,전남,H,16,MF,이후권,1,,,,
20210227,2,2,전남,H,8,FW,이종호,1,,,,
20210227,2,2,전남,H,66,FW,사무엘,1,후반34(12),,,
20210227,2,2,전남,H,23,SUB,김병엽,0,,,,
20210227,2,2,전남,H,4,SUB,김진성,0,,,,
20210227,2,2,전남,H,17,SUB,김태현,0,,후반37(27),,
20210227,2,2,전남,H,11,SUB,김한길,0,,,,
20210227,2,2,전남,H,14,SUB,김선우,0,,,,
20210227,2,2,전남,H,22,SUB,서명원,0,,후반14(33),,
20210227,2,2,전남,H,12,SUB,박희성,0,,후반34(66),,
20210227,2,2,아산,A,13,GK,이기현,1,,,,
20210227,2,2,아산,A,4,DF,한용수,1,,,,
20210227,2,2,아산,A,16,MF,유준수,1,,,후반29,
20210227,2,2,아산,A,19,DF,박세진,1,,,,
20210227,2,2,아산,A,23,DF,최규백,1,,,,
20210227,2,2,아산,A,47,DF,이은범,1,,,,
20210227,2,2,아산,A,6,MF,김종국,1,,,,
20210227,2,2,아산,A,7,MF,박세직,1,,,,
20210227,2,2,아산,A,17,FW,료헤이,1,,,,
20210227,2,2,아산,A,18,FW,김찬,1,후반30(9),,,
20210227,2,2,아산,A,98,FW,이승재,1,후반30(11),,,
20210227,2,2,아산,A,1,SUB,박한근,0,,,,
20210227,2,2,아산,A,14,SUB,김인균,0,,,,
20210227,2,2,아산,A,20,SUB,이상민,0,,,,
20210227,2,2,아산,A,22,SUB,김강국,0,,,,
20210227,2,2,아산,A,9,SUB,마테우스,0,,후반30(18),,
20210227,2,2,아산,A,10,SUB,이재건,0,,,,
20210227,2,2,아산,A,11,SUB,알렉산드로,0,,후반30(98),,
20210227,2,3,안산,H,1,GK,이승빈,1,,,,
20210227,2,3,안산,H,4,DF,연제민,1,,,전반30,
20210227,2,3,안산,H,12,DF,민준영,1,,,전반7,
20210227,2,3,안산,H,20,DF,김민호,1,,,,
20210227,2,3,안산,H,22,DF,이준희,1,,,,
20210227,2,3,안산,H,6,MF,김현태,1,,,,
20210227,2,3,안산,H,55,MF,이와세,1,후반25(27),,,
20210227,2,3,안산,H,14,FW,이상민,1,,,,
20210227,2,3,안산,H,10,MF,까뇨뚜,1,후반35(70),,,
20210227,2,3,안산,H,17,MF,최건주,1,전반42(99),,,
20210227,2,3,안산,H,18,FW,김륜도,1,,,,
20210227,2,3,안산,H,19,SUB,김선우,0,,,,
20210227,2,3,안산,H,15,SUB,송주호,0,,,,
20210227,2,3,안산,H,77,SUB,김진래,0,,,,
20210227,2,3,안산,H,7,SUB,송진규,0,,,,
20210227,2,3,안산,H,27,SUB,김대열,0,,후반25(55),,
20210227,2,3,안산,H,70,SUB,주현호,0,,후반35(10),,
20210227,2,3,안산,H,99,SUB,임재혁,0,,전반42(17),,
20210227,2,3,상주,A,1,GK,이창근,1,,,,
20210227,2,3,상주,A,6,DF,심상민,1,,,,
20210227,2,3,상주,A,15,DF,우주성,1,,,,
20210227,2,3,상주,A,16,DF,안태현,1,전반26(3),,,
20210227,2,3,상주,A,20,DF,고명석,1,,,,
20210227,2,3,상주,A,4,MF,이동수,1,,,,
20210227,2,3,상주,A,7,MF,정원진,1,,,,
20210227,2,3,상주,A,13,MF,문창진,1,,,,
20210227,2,3,상주,A,9,FW,오세훈,1,,,후반45,
20210227,2,3,상주,A,18,FW,이근호,1,후반30(10),,,
20210227,2,3,상주,A,27,FW,문선민,1,전반41(19),,,
20210227,2,3,상주,A,81,SUB,최철원,0,,,,
20210227,2,3,상주,A,3,SUB,김용환,0,,전반26(16),전반44,
20210227,2,3,상주,A,11,SUB,이명재,0,,,,
20210227,2,3,상주,A,23,SUB,강지훈,0,,,,
20210227,2,3,상주,A,10,SUB,박동진,0,,후반30(18),후반43,
20210227,2,3,상주,A,19,SUB,김보섭,0,,전반41(27),,
20210227,2,3,상주,A,99,SUB,오현규,0,,,,
20210228,2,4,부천,H,1,GK,전종혁,1,,,,
20210228,2,4,부천,H,4,DF,박태홍,1,,,,
20210228,2,4,부천,H,7,MF,박준희,1,,,전반21,
20210228,2,4,부천,H,11,MF,장현수,1,,,,
20210228,2,4,부천,H,20,DF,김정호,1,,,,
20210228,2,4,부천,H,23,MF,국태정,1,,,,
20210228,2,4,부천,H,41,DF,윤지혁,1,후반44(32),,,
20210228,2,4,부천,H,8,FW,박하빈,1,,,후반9,후반14
20210228,2,4,부천,H,77,MF,오재혁,1,후반22(27),,,
20210228,2,4,부천,H,16,FW,추정호,1,,,,
20210228,2,4,부천,H,19,FW,조건규,1,후반9(17),,후반7,
20210228,2,4,부천,H,21,SUB,이주현,0,,,,
20210228,2,4,부천,H,3,SUB,강의빈,0,,,,
20210228,2,4,부천,H,6,SUB,송홍민,0,,,,
20210228,2,4,부천,H,17,SUB,최병찬,0,,후반9(19),,
20210228,2,4,부천,H,27,SUB,박창준,0,,후반22(77),후반33,
20210228,2,4,부천,H,28,SUB,조윤형,0,,,,
20210228,2,4,부천,H,32,SUB,안재준,0,,후반44(41),,
20210228,2,4,대전,A,1,GK,김동준,1,,,,
20210228,2,4,대전,A,3,DF,김민덕,1,,,,
20210228,2,4,대전,A,25,DF,임덕근,1,,,,
20210228,2,4,대전,A,5,DF,이호인,1,,,,
20210228,2,4,대전,A,2,DF,서영재,1,,,후반21,
20210228,2,4,대전,A,14,MF,최익진,1,,,,
20210228,2,4,대전,A,10,MF,이진현,1,,,후반21,
20210228,2,4,대전,A,17,MF,이현식,1,후반14(22),,전반36,
20210228,2,4,대전,A,7,MF,에디뉴,1,,,,
20210228,2,4,대전,A,20,MF,박인혁,1,후반31(26),,,
20210228,2,4,대전,A,16,FW,원기종,1,후반27(11),,,
20210228,2,4,대전,A,19,SUB,박주원,0,,,,
20210228,2,4,대전,A,37,SUB,이규로,0,,,,
20210228,2,4,대전,A,8,SUB,구본상,0,,,,
20210228,2,4,대전,A,29,SUB,정희웅,0,,,,
20210228,2,4,대전,A,22,SUB,안상민,0,,후반14(17),,
20210228,2,4,대전,A,26,SUB,신상은,0,,후반31(20),,
20210228,2,4,대전,A,11,SUB,김승섭,0,,후반27(16),,
20210228,2,5,부산,H,13,GK,안준수,1,,,,
20210228,2,5,부산,H,3,DF,박민규,1,,,,
20210228,2,5,부산,H,6,DF,발렌티노스,1,,,,
20210228,2,5,부산,H,17,DF,이상준,1,,,후반22,
20210228,2,5,부산,H,35,DF,박호영,1,,,,
20210228,2,5,부산,H,8,MF,박종우,1,,,,
20210228,2,5,부산,H,19,MF,성호영,1,후반14(10),,,
20210228,2,5,부산,H,22,MF,이래준,1,후반22(9),,,
20210228,2,5,부산,H,23,MF,김진규,1,,,,
20210228,2,5,부산,H,11,FW,박정인,1,,,,
20210228,2,5,부산,H,77,MF,정훈성,1,후반30(27),,,
20210228,2,5,부산,H,18,SUB,최필수,0,,,,
20210228,2,5,부산,H,15,SUB,김승우,0,,,,
20210228,2,5,부산,H,21,SUB,최준,0,,,,
20210228,2,5,부산,H,10,SUB,이상헌,0,,후반14(19),,
20210228,2,5,부산,H,28,SUB,이지승,0,,,,
20210228,2,5,부산,H,9,SUB,안병준,0,,후반22(22),,
20210228,2,5,부산,H,27,SUB,드로젝,0,,후반30(77),,
20210228,2,5,서울E,A,13,GK,김경민,1,,,,
20210228,2,5,서울E,A,4,DF,이인재,1,,,,
20210228,2,5,서울E,A,20,DF,이상민,1,,,,
20210228,2,5,서울E,A,5,DF,김진환,1,,,,
20210228,2,5,서울E,A,2,MF,황태현,1,후반37(17),,,
20210228,2,5,서울E,A,15,MF,박성우,1,,,,
20210228,2,5,서울E,A,88,MF,김선민,1,,,,
20210228,2,5,서울E,A,34,MF,장윤호,1,,,,
20210228,2,5,서울E,A,10,FW,김민균,1,후반18(11),,,
20210228,2,5,서울E,A,70,FW,레안드로,1,,,,
20210228,2,5,서울E,A,77,FW,이건희,1,후반10(9),,전반7,
20210228,2,5,서울E,A,21,SUB,문정인,0,,,,
20210228,2,5,서울E,A,14,SUB,김성현,0,,,,
20210228,2,5,서울E,A,17,SUB,고재현,0,,후반37(2),,
20210228,2,5,서울E,A,96,SUB,홍승현,0,,,,
20210228,2,5,서울E,A,23,SUB,최재훈,0,,,,
20210228,2,5,서울E,A,11,SUB,김정환,0,,후반18(10),,
20210228,2,5,서울E,A,9,SUB,베네가스,0,,후반10(77),,
20210306,2,6,아산,H,13,GK,이기현,1,,,,
20210306,2,6,아산,H,4,DF,한용수,1,,,,
20210306,2,6,아산,H,16,MF,유준수,1,,,,
20210306,2,6,아산,H,19,DF,박세진,1,,,,
20210306,2,6,아산,H,23,DF,최규백,1,,,,
20210306,2,6,아산,H,47,DF,이은범,1,,,,
20210306,2,6,아산,H,6,MF,김종국,1,,,후반46,
20210306,2,6,아산,H,7,MF,박세직,1,,,,
20210306,2,6,아산,H,18,FW,김찬,1,후반32(9),,,
20210306,2,6,아산,H,77,MF,박민서,1,후반32(11),,,
20210306,2,6,아산,H,98,MF,이승재,1,,,후반18,
20210306,2,6,아산,H,1,SUB,박한근,0,,,,
20210306,2,6,아산,H,55,SUB,김재성,0,,,,
20210306,2,6,아산,H,14,SUB,김인균,0,,,,
20210306,2,6,아산,H,22,SUB,김강국,0,,,,
20210306,2,6,아산,H,9,SUB,마테우스,0,,후반32(18),,
20210306,2,6,아산,H,10,SUB,이재건,0,,,,
20210306,2,6,아산,H,11,SUB,알렉산드로,0,,후반32(77),,
20210306,2,6,부천,A,1,GK,전종혁,1,,,,
20210306,2,6,부천,A,4,DF,박태홍,1,,,전반20,
20210306,2,6,부천,A,7,MF,박준희,1,,,,
20210306,2,6,부천,A,20,DF,김정호,1,,,,
20210306,2,6,부천,A,26,MF,조현택,1,후반26(23),,,
20210306,2,6,부천,A,41,DF,윤지혁,1,,,,
20210306,2,6,부천,A,6,MF,송홍민,1,,,,
20210306,2,6,부천,A,17,FW,최병찬,1,후반13(19),,,
20210306,2,6,부천,A,27,FW,박창준,1,,,,
20210306,2,6,부천,A,77,MF,오재혁,1,,,,
20210306,2,6,부천,A,16,FW,추정호,1,후반40(32),,,
20210306,2,6,부천,A,21,SUB,이주현,0,,,,
20210306,2,6,부천,A,3,SUB,강의빈,0,,,,
20210306,2,6,부천,A,23,SUB,국태정,0,,후반26(26),,
20210306,2,6,부천,A,10,SUB,조범석,0,,,,
20210306,2,6,부천,A,28,SUB,조윤형,0,,,,
20210306,2,6,부천,A,19,SUB,조건규,0,,후반13(17),,
20210306,2,6,부천,A,32,SUB,안재준,0,,후반40(16),,
20210306,2,7,서울E,H,13,GK,김경민,1,,,,
20210306,2,7,서울E,H,4,DF,이인재,1,,,,
20210306,2,7,서울E,H,20,DF,이상민,1,,,,
20210306,2,7,서울E,H,5,DF,김진환,1,,,전반41,
20210306,2,7,서울E,H,2,MF,황태현,1,,,,
20210306,2,7,서울E,H,15,MF,박성우,1,,,,
20210306,2,7,서울E,H,88,MF,김선민,1,,,,
20210306,2,7,서울E,H,34,MF,장윤호,1,후반43(23),,,
20210306,2,7,서울E,H,7,MF,바비오,1,후반11(11),,,
20210306,2,7,서울E,H,70,FW,레안드로,1,,,,
20210306,2,7,서울E,H,9,FW,베네가스,1,후반37(17),,,
20210306,2,7,서울E,H,21,SUB,문정인,0,,,,
20210306,2,7,서울E,H,14,SUB,김성현,0,,,,
20210306,2,7,서울E,H,17,SUB,고재현,0,,후반37(9),,
20210306,2,7,서울E,H,96,SUB,홍승현,0,,,,
20210306,2,7,서울E,H,23,SUB,최재훈,0,,후반43(34),,
20210306,2,7,서울E,H,8,SUB,곽성욱,0,,,,
20210306,2,7,서울E,H,11,SUB,김정환,0,,후반11(7),,
20210306,2,7,상주,A,1,GK,이창근,1,,,,
20210306,2,7,상주,A,6,DF,심상민,1,,,,
20210306,2,7,상주,A,15,DF,우주성,1,,,,
20210306,2,7,상주,A,12,DF,이상기,1,후반24(3),,,
20210306,2,7,상주,A,20,DF,고명석,1,,,,
20210306,2,7,상주,A,4,MF,이동수,1,,,,
20210306,2,7,상주,A,7,MF,정원진,1,후반24(13),,,
20210306,2,7,상주,A,23,MF,강지훈,1,후반39(99),,,
20210306,2,7,상주,A,9,FW,오세훈,1,,,,
20210306,2,7,상주,A,10,FW,박동진,1,,,,
20210306,2,7,상주,A,19,FW,김보섭,1,,,전반33,
20210306,2,7,상주,A,81,SUB,최철원,0,,,,
20210306,2,7,상주,A,3,SUB,김용환,0,,후반24(12),,
20210306,2,7,상주,A,11,SUB,이명재,0,,,,
20210306,2,7,상주,A,13,SUB,문창진,0,,후반24(7),,
20210306,2,7,상주,A,8,SUB,허용준,0,,,,
20210306,2,7,상주,A,18,SUB,이근호,0,,,,
20210306,2,7,상주,A,99,SUB,오현규,0,,후반39(23),,
20210306,2,8,안양,H,13,GK,정민기,1,,,,
20210306,2,8,안양,H,30,DF,백동규,1,,,,
20210306,2,8,안양,H,15,DF,김형진,1,,,,
20210306,2,8,안양,H,2,DF,정준연,1,,,,
20210306,2,8,안양,H,99,MF,주현우,1,,,,
20210306,2,8,안양,H,8,MF,맹성웅,1,,,,
20210306,2,8,안양,H,24,MF,모재현,1,후반16(23),,,
20210306,2,8,안양,H,14,MF,홍창범,1,후반41(25),,전반17,
20210306,2,8,안양,H,7,MF,심동운,1,,,,
20210306,2,8,안양,H,98,FW,최민서,1,전반35(9),,,
20210306,2,8,안양,H,17,FW,하승운,1,,,,
20210306,2,8,안양,H,1,SUB,양동원,0,,,,
20210306,2,8,안양,H,5,SUB,유종현,0,,,,
20210306,2,8,안양,H,42,SUB,최승훈,0,,,,
20210306,2,8,안양,H,25,SUB,박대한,0,,후반41(14),,
20210306,2,8,안양,H,6,SUB,닐손주니어,0,,,,
20210306,2,8,안양,H,23,SUB,타무라,0,,후반16(24),,
20210306,2,8,안양,H,9,SUB,조나탄,0,,전반35(98),,
20210306,2,8,안산,A,1,GK,이승빈,1,,,,
20210306,2,8,안산,A,4,DF,연제민,1,,,,
20210306,2,8,안산,A,15,DF,송주호,1,후반14(55),,,
20210306,2,8,안산,A,20,DF,김민호,1,,,,
20210306,2,8,안산,A,12,MF,민준영,1,,,,
20210306,2,8,안산,A,22,MF,이준희,1,,,,
20210306,2,8,안산,A,6,MF,김현태,1,,,,
20210306,2,8,안산,A,14,MF,이상민,1,,,,
20210306,2,8,안산,A,10,FW,까뇨뚜,1,후반5(11),,,
20210306,2,8,안산,A,18,FW,김륜도,1,,,,
20210306,2,8,안산,A,99,FW,임재혁,1,후반29(17),,,
20210306,2,8,안산,A,19,SUB,김선우,0,,,,
20210306,2,8,안산,A,3,SUB,고태규,0,,,,
20210306,2,8,안산,A,77,SUB,김진래,0,,,,
20210306,2,8,안산,A,27,SUB,김대열,0,,,,
20210306,2,8,안산,A,55,SUB,이와세,0,,후반14(15),,
20210306,2,8,안산,A,11,SUB,두아르테,0,,후반5(10),,
20210306,2,8,안산,A,17,SUB,최건주,0,,후반29(99),,
20210307,2,9,대전,H,1,GK,김동준,1,,,,
20210307,2,9,대전,H,3,DF,김민덕,1,,,,
20210307,2,9,대전,H,25,DF,임덕근,1,,,,
20210307,2,9,대전,H,5,DF,이호인,1,후반31(9),,,
20210307,2,9,대전,H,2,MF,서영재,1,,,,
20210307,2,9,대전,H,37,MF,이규로,1,,,,
20210307,2,9,대전,H,10,MF,이진현,1,,,,
20210307,2,9,대전,H,17,MF,이현식,1,후반10(15),,후반4,
20210307,2,9,대전,H,7,MF,에디뉴,1,,,,
20210307,2,9,대전,H,20,FW,박인혁,1,,,전반41,
20210307,2,9,대전,H,11,FW,김승섭,1,후반17(26),,,
20210307,2,9,대전,H,19,SUB,박주원,0,,,,
20210307,2,9,대전,H,15,SUB,박진섭,0,,후반10(17),,
20210307,2,9,대전,H,29,SUB,정희웅,0,,,,
20210307,2,9,대전,H,28,SUB,전병관,0,,,,
20210307,2,9,대전,H,16,SUB,원기종,0,,,,
20210307,2,9,대전,H,26,SUB,신상은,0,,후반17(11),,
20210307,2,9,대전,H,9,SUB,바이오,0,,후반31(5),,
20210307,2,9,부산,A,13,GK,안준수,1,,,,
20210307,2,9,부산,A,3,DF,박민규,1,,,전반43,
20210307,2,9,부산,A,6,DF,발렌티노스,1,,,,
20210307,2,9,부산,A,21,DF,최준,1,,,후반14,
20210307,2,9,부산,A,35,DF,박호영,1,,,,
20210307,2,9,부산,A,8,MF,박종우,1,,,,
20210307,2,9,부산,A,23,MF,김진규,1,,,,
20210307,2,9,부산,A,9,FW,안병준,1,,,,
20210307,2,9,부산,A,11,FW,박정인,1,후반17(10),,,
20210307,2,9,부산,A,27,MF,드로젝,1,후반36(20),,,
20210307,2,9,부산,A,77,MF,정훈성,1,후반47(15),,,
20210307,2,9,부산,A,18,SUB,최필수,0,,,,
20210307,2,9,부산,A,15,SUB,김승우,0,,후반47(77),,
20210307,2,9,부산,A,17,SUB,이상준,0,,,,
20210307,2,9,부산,A,10,SUB,이상헌,0,,후반17(11),,
20210307,2,9,부산,A,22,SUB,이래준,0,,,,
20210307,2,9,부산,A,20,SUB,이태민,0,,후반36(27),,
20210307,2,9,부산,A,78,SUB,어정원,0,,,,
20210307,2,10,전남,H,31,GK,김다솔,1,,,,
20210307,2,10,전남,H,5,DF,고태원,1,,,,
20210307,2,10,전남,H,3,DF,박찬용,1,,,전반31,
20210307,2,10,전남,H,27,DF,김영욱,1,,,,
20210307,2,10,전남,H,33,MF,올렉,1,,,,
20210307,2,10,전남,H,6,DF,황기욱,1,,,,
20210307,2,10,전남,H,10,MF,김현욱,1,,,,
20210307,2,10,전남,H,18,MF,장성재,1,,,,
20210307,2,10,전남,H,16,MF,이후권,1,후반5(8),,,
20210307,2,10,전남,H,12,FW,박희성,1,후반11(39),,,
20210307,2,10,전남,H,66,FW,사무엘,1,후반39(22),,,
20210307,2,10,전남,H,23,SUB,김병엽,0,,,,
20210307,2,10,전남,H,4,SUB,김진성,0,,,,
20210307,2,10,전남,H,17,SUB,김태현,0,,,,
20210307,2,10,전남,H,14,SUB,김선우,0,,,,
20210307,2,10,전남,H,39,SUB,알렉스,0,,후반11(12),,
20210307,2,10,전남,H,22,SUB,서명원,0,,후반39(66),,
20210307,2,10,전남,H,8,SUB,이종호,0,,후반5(16),,
20210307,2,10,경남,A,31,GK,손정현,1,,,후반49,
20210307,2,10,경남,A,2,DF,채광훈,1,,,,
20210307,2,10,경남,A,5,DF,김영찬,1,,,,
20210307,2,10,경남,A,20,DF,이광선,1,,,,
20210307,2,10,경남,A,22,DF,김동진,1,,,,
20210307,2,10,경남,A,7,MF,장혁진,1,,,,
20210307,2,10,경남,A,26,MF,장하늘,1,전반35(19),,,
20210307,2,10,경남,A,10,MF,백성동,1,,,,
20210307,2,10,경남,A,94,FW,윌리안,1,후반19(11),,,
20210307,2,10,경남,A,21,FW,도동현,1,전반H(98),,,
20210307,2,10,경남,A,18,FW,이정협,1,,,,
20210307,2,10,경남,A,1,SUB,황성민,0,,,,
20210307,2,10,경남,A,34,SUB,심민용,0,,,,
20210307,2,10,경남,A,3,SUB,유지훈,0,,,,
20210307,2,10,경남,A,19,SUB,고경민,0,,전반35(26),,
20210307,2,10,경남,A,88,SUB,이의형,0,,,,
20210307,2,10,경남,A,98,SUB,에르난데스,0,,전반H(21),,
20210307,2,10,경남,A,11,SUB,황일수,0,,후반19(94),,
20210313,2,11,안산,H,1,GK,이승빈,1,,,,
20210313,2,11,안산,H,4,DF,연제민,1,,,,
20210313,2,11,안산,H,15,DF,송주호,1,,,,
20210313,2,11,안산,H,20,DF,김민호,1,,,,
20210313,2,11,안산,H,22,MF,이준희,1,후반27(11),,,
20210313,2,11,안산,H,77,MF,김진래,1,,,전반24,
20210313,2,11,안산,H,12,FW,민준영,1,,,,
20210313,2,11,안산,H,6,MF,김현태,1,후반19(55),,,
20210313,2,11,안산,H,14,MF,이상민,1,,,,
20210313,2,11,안산,H,18,FW,김륜도,1,,,,
20210313,2,11,안산,H,99,FW,임재혁,1,후반40(17),,,
20210313,2,11,안산,H,19,SUB,김선우,0,,,,
20210313,2,11,안산,H,5,SUB,박준영,0,,,,
20210313,2,11,안산,H,27,SUB,김대열,0,,,,
20210313,2,11,안산,H,55,SUB,이와세,0,,후반19(6),,
20210313,2,11,안산,H,11,SUB,두아르테,0,,후반27(22),,
20210313,2,11,안산,H,17,SUB,최건주,0,,후반40(99),,
20210313,2,11,안산,H,33,SUB,이성민,0,,,,
20210313,2,11,경남,A,1,GK,황성민,1,,,,
20210313,2,11,경남,A,2,DF,채광훈,1,,,,
20210313,2,11,경남,A,5,DF,김영찬,1,,,,
20210313,2,11,경남,A,20,DF,이광선,1,,,,
20210313,2,11,경남,A,3,DF,유지훈,1,,,,
20210313,2,11,경남,A,13,MF,김민섭,1,전반H(94),,,
20210313,2,11,경남,A,7,MF,장혁진,1,후반38(4),,,
20210313,2,11,경남,A,19,MF,고경민,1,,,,
