competition_id,match_id,date,s1_start,s1_end,s1_dur,s2_start,s2_end,s2_dur,weather,weather_id,pitch,pitch_id,home_team,home_team_id,home_score,away_team,away_team_id,away_score
2,1,20200509,13:30,14:19,49,14:33,15:23,50,흐림,2,제주 월드컵,85,제주,K04,1,서울E,K31,1
2,2,20200509,16:00,16:46,46,17:02,17:53,51,비,3,수원 종합,4,수원F,K29,1,대전,K10,2
2,3,20200510,13:30,14:16,46,14:31,15:21,50,흐림,2,아산 이순신,112,아산,K34,0,부천,K26,1
2,4,20200510,16:00,16:46,46,17:03,17:50,47,흐리고 비,4,안양 종합,10,안양,K27,0,안산,K32,1
2,5,20200510,18:30,19:18,48,19:34,20:22,48,맑음,1,창원 축구센터,91,경남,K20,0,전남,K07,0
2,6,20200516,16:00,16:47,47,17:03,17:54,51,흐림,2,안산 와스타디움,103,안산,K32,0,수원F,K29,2
2,7,20200516,16:00,16:48,48,17:02,17:51,49,맑음,1,광양 전용,5,전남,K07,1,제주,K04,0
2,8,20200516,18:30,19:16,46,19:32,20:20,48,흐림,2,부천 종합,8,부천,K26,2,안양,K27,1
2,9,20200517,16:00,16:47,47,17:04,17:54,50,맑음,1,잠실 올림픽,1,서울E,K31,2,경남,K20,2
2,10,20200517,18:30,19:21,51,19:35,20:25,50,맑음,1,대전 월드컵,70,대전,K10,2,아산,K34,2
2,11,20200523,16:00,16:45,45,17:00,17:50,50,맑음,1,제주 월드컵,85,제주,K04,2,대전,K10,3
2,12,20200523,18:30,19:16,46,19:31,20:19,48,맑음,1,안산 와스타디움,103,안산,K32,0,부천,K26,2
2,13,20200524,16:00,16:47,47,17:02,17:51,49,맑음,1,안양 종합,10,안양,K27,2,경남,K20,3
2,14,20200524,18:30,19:17,47,19:32,20:20,48,맑음,1,아산 이순신,112,아산,K34,0,수원F,K29,5
2,15,20200524,18:30,19:16,46,19:31,20:19,48,맑음,1,잠실 올림픽,1,서울E,K31,0,전남,K07,0
2,16,20200526,19:00,19:46,46,20:01,20:52,51,흐림,2,부천 종합,8,부천,K26,0,제주,K04,1
2,17,20200526,19:00,19:46,46,20:00,20:49,49,흐림,2,대전 월드컵,70,대전,K10,1,안산,K32,0
2,18,20200527,19:00,19:46,46,19:59,20:49,50,맑음,1,광양 전용,5,전남,K07,1,아산,K34,1
2,19,20200527,19:30,20:15,45,20:31,21:21,50,맑음,1,수원 종합,4,수원F,K29,3,경남,K20,1
2,20,20200527,18:30,19:16,46,19:32,20:20,48,맑음,1,잠실 올림픽,1,서울E,K31,0,안양,K27,2
2,21,20200530,16:00,16:46,46,17:01,17:54,53,흐림,2,광양 전용,5,전남,K07,1,안양,K27,1
2,22,20200530,18:30,19:18,48,19:34,20:27,53,맑음,1,창원 축구센터,91,경남,K20,2,대전,K10,2
2,23,20200531,16:00,16:47,47,17:02,17:51,49,흐림,2,안산 와스타디움,103,안산,K32,1,제주,K04,2
2,24,20200531,18:33,19:22,49,19:37,20:25,48,흐림,2,아산 이순신,112,아산,K34,0,서울E,K31,1
2,25,20200531,18:30,19:16,46,19:32,20:20,48,흐림,2,수원 종합,4,수원F,K29,1,부천,K26,2
2,26,20200613,16:00,16:46,46,17:01,17:50,49,흐림,2,제주 월드컵,85,제주,K04,1,수원F,K29,0
2,27,20200613,18:30,19:18,48,19:36,20:25,49,맑음,1,잠실 올림픽,1,서울E,K31,2,대전,K10,0
2,28,20200614,18:00,18:46,46,19:02,19:53,51,맑음,1,부천 종합,8,부천,K26,0,전남,K07,1
2,29,20200614,19:00,19:48,48,20:03,20:52,49,맑음,1,안양 종합,10,안양,K27,1,아산,K34,1
2,30,20200615,19:30,20:17,47,20:33,21:21,48,,0,창원 축구센터,91,경남,K20,2,안산,K32,1
2,31,20200620,19:00,19:48,48,20:03,20:50,47,맑음,1,아산 이순신,112,아산,K34,0,제주,K04,2
2,32,20200620,19:00,19:46,46,20:01,20:52,51,흐림,2,대전 월드컵,70,대전,K10,2,전남,K07,0
2,33,20200621,18:00,18:46,46,19:03,19:51,48,맑음,1,창원 축구센터,91,경남,K20,1,부천,K26,1
2,34,20200621,19:00,19:47,47,20:04,20:54,50,맑음,1,수원 종합,4,수원F,K29,3,안양,K27,2
2,35,20200622,19:30,20:17,47,20:32,21:21,49,맑음,1,잠실 올림픽,1,서울E,K31,0,안산,K32,2
2,36,20200627,19:00,19:47,47,20:00,20:48,48,맑음,1,안산 와스타디움,103,안산,K32,1,아산,K34,1
2,37,20200627,19:00,19:47,47,20:03,20:52,49,맑음,1,대전 월드컵,70,대전,K10,3,안양,K27,3
2,38,20200628,16:00,16:47,47,17:02,17:50,48,맑음,1,제주 월드컵,85,제주,K04,1,경남,K20,1
2,39,20200628,18:00,18:49,49,19:04,19:53,49,맑음,1,광양 전용,5,전남,K07,1,수원F,K29,2
2,40,20200628,19:00,19:47,47,20:04,20:59,55,맑음,1,부천 종합,8,부천,K26,2,서울E,K31,3
2,41,20200704,18:00,18:47,47,19:01,19:51,50,흐림,2,광양 전용,5,전남,K07,4,안산,K32,0
2,42,20200704,19:00,19:45,45,20:01,20:51,50,맑음,1,잠실 올림픽,1,서울E,K31,0,수원F,K29,3
2,43,20200705,19:00,19:49,49,20:03,20:51,48,맑음,1,안양 종합,10,안양,K27,1,제주,K04,2
2,44,20200705,19:00,19:47,47,20:01,20:50,49,맑음,1,아산 이순신,112,아산,K34,2,경남,K20,1
2,45,20200706,19:00,19:47,47,20:03,20:52,49,맑음,1,부천 종합,8,부천,K26,1,대전,K10,0
2,46,20200711,19:00,19:46,46,20:01,20:51,50,흐림,2,창원 축구센터,91,경남,K20,1,서울E,K31,2
2,47,20200711,19:00,19:47,47,20:04,20:50,46,흐림,2,수원 종합,4,수원F,K29,1,아산,K34,1
2,48,20200826,19:30,20:17,47,20:31,21:20,49,흐림,2,제주 월드컵,85,제주,K04,4,부천,K26,0
2,49,20200712,19:00,19:46,46,20:02,20:50,48,비,3,안양 종합,10,안양,K27,0,전남,K07,0
2,50,20200712,19:00,19:46,46,20:01,20:50,49,비,3,안산 와스타디움,103,안산,K32,0,대전,K10,2
2,51,20200718,18:00,18:47,47,19:01,19:51,50,흐림,2,광양 전용,5,전남,K07,2,부천,K26,0
2,52,20200718,19:00,19:46,46,20:01,20:51,50,맑음,1,잠실 올림픽,1,서울E,K31,1,제주,K04,2
2,53,20200719,19:00,19:46,46,20:03,20:52,49,흐림,2,아산 이순신,112,아산,K34,0,안양,K27,2
2,54,20200719,19:00,19:47,47,20:02,20:52,50,흐림,2,대전 월드컵,70,대전,K10,1,수원F,K29,4
2,55,20200720,19:00,19:46,46,20:01,20:50,49,흐림,2,안산 와스타디움,103,안산,K32,0,경남,K20,0
2,56,20200725,19:00,19:46,46,20:02,20:50,48,흐림,2,안양 종합,10,안양,K27,0,수원F,K29,2
2,57,20200725,19:00,19:50,50,20:04,20:54,50,맑음,1,잠실 올림픽,1,서울E,K31,1,아산,K34,2
2,58,20200725,20:00,20:45,45,21:00,21:47,47,흐림,2,부천 종합,8,부천,K26,0,안산,K32,0
2,59,20200726,18:00,18:46,46,19:01,19:50,49,맑음,1,광양 전용,5,전남,K07,1,경남,K20,1
2,60,20200726,19:00,19:47,47,20:02,20:52,50,흐림,2,대전 월드컵,70,대전,K10,2,제주,K04,1
2,61,20200801,19:00,19:46,46,20:02,20:50,48,흐림,2,제주 월드컵,85,제주,K04,1,전남,K07,1
2,62,20200801,19:00,19:46,46,20:01,20:50,49,흐림,2,아산 이순신,112,아산,K34,1,대전,K10,2
2,63,20200801,20:00,20:48,48,21:02,21:53,51,흐림,2,수원 종합,4,수원F,K29,1,안산,K32,2
2,64,20200802,19:01,19:47,46,20:02,20:51,49,흐림,2,창원 축구센터,91,경남,K20,1,안양,K27,0
2,65,20200802,19:00,19:48,48,20:04,20:52,48,비,3,잠실 올림픽,1,서울E,K31,3,부천,K26,0
2,66,20200808,19:00,19:48,48,20:04,20:53,49,비,3,안산 와스타디움,103,안산,K32,0,안양,K27,1
2,67,20200808,19:00,19:47,47,20:02,20:52,50,비,3,대전 월드컵,70,대전,K10,2,경남,K20,3
2,68,20200809,18:00,18:46,46,19:01,19:51,50,흐림,2,광양 전용,5,전남,K07,1,서울E,K31,2
2,69,20200809,19:00,19:46,46,20:03,20:53,50,흐리고 비,4,부천 종합,8,부천,K26,2,수원F,K29,0
2,70,20200810,19:30,20:16,46,20:31,21:22,51,맑음,1,제주 월드컵,85,제주,K04,2,아산,K34,1
2,71,20200815,19:00,19:47,47,20:02,20:51,49,흐림,2,안산 와스타디움,103,안산,K32,0,전남,K07,0
2,72,20200815,20:00,20:48,48,21:04,21:54,50,흐림,2,안양 종합,10,안양,K27,2,부천,K26,1
2,73,20200816,18:30,19:18,48,19:33,20:22,49,맑음,1,창원 축구센터,91,경남,K20,2,아산,K34,0
2,74,20200816,20:00,20:47,47,21:03,21:55,52,맑음,1,수원 종합,4,수원F,K29,1,제주,K04,1
2,75,20200817,19:00,19:47,47,20:03,20:53,50,맑음,1,대전 월드컵,70,대전,K10,0,서울E,K31,0
2,76,20200822,19:00,19:46,46,20:02,20:50,48,흐림,2,부천 종합,8,부천,K26,0,경남,K20,1
2,77,20200822,19:00,19:46,46,20:00,20:49,49,흐리고 비,4,아산 이순신,112,아산,K34,0,전남,K07,2
2,78,20200823,19:00,19:46,46,20:01,20:50,49,맑음,1,제주 월드컵,85,제주,K04,3,안산,K32,1
2,79,20200823,19:00,19:46,46,20:02,20:52,50,맑음,1,수원 종합,4,수원F,K29,2,서울E,K31,0
2,80,20200824,19:30,20:16,46,20:33,21:22,49,맑음,1,안양 종합,10,안양,K27,0,대전,K10,0
2,81,20200829,18:30,19:16,46,19:31,20:24,53,맑음,1,창원 축구센터,91,경남,K20,2,수원F,K29,3
2,82,20200829,19:00,19:47,47,20:02,20:52,50,맑음,1,제주 월드컵,85,제주,K04,3,안양,K27,1
2,83,20200830,18:00,18:46,46,19:01,19:49,48,맑음,1,광양 전용,5,전남,K07,1,대전,K10,1
2,84,20200830,19:00,19:47,47,20:03,20:51,48,맑음,1,부천 종합,8,부천,K26,0,아산,K34,2
2,85,20200830,19:00,19:46,46,20:00,20:52,52,흐림,2,안산 와스타디움,103,안산,K32,0,서울E,K31,1
2,86,20200905,18:00,18:48,48,19:03,19:54,51,비,3,창원 축구센터,91,경남,K20,3,제주,K04,3
2,87,20200905,19:00,19:46,46,20:01,20:49,48,흐림,2,아산 이순신,112,아산,K34,1,안산,K32,1
2,88,20200906,19:00,19:46,46,20:00,20:49,49,비,3,안양 종합,10,안양,K27,2,서울E,K31,1
2,89,20200906,19:00,19:46,46,20:02,20:54,52,흐리고 비,4,수원 종합,4,수원F,K29,2,전남,K07,2
2,90,20200906,19:00,19:46,46,20:02,20:50,48,흐리고 비,4,대전 월드컵,70,대전,K10,1,부천,K26,0
2,91,20200912,16:00,16:48,48,17:04,17:53,49,흐리고 비,4,잠실 올림픽,1,서울E,K31,0,아산,K34,1
2,92,20200912,18:30,19:17,47,19:31,20:18,47,흐림,2,광양 전용,5,전남,K07,2,경남,K20,2
2,93,20200913,16:00,16:45,45,17:01,17:50,49,비,3,제주 월드컵,85,제주,K04,2,대전,K10,0
2,94,20200913,18:30,19:17,47,19:30,20:22,52,맑음,1,안산 와스타디움,103,안산,K32,1,안양,K27,0
2,95,20200914,19:30,20:16,46,20:32,21:22,50,맑음,1,수원 종합,4,수원F,K29,1,부천,K26,0
2,96,20200919,16:00,16:46,46,17:01,17:50,49,맑음,1,부천 종합,8,부천,K26,0,제주,K04,2
2,97,20200919,18:30,19:17,47,19:33,20:21,48,맑음,1,안양 종합,10,안양,K27,1,전남,K07,2
2,98,20200919,16:01,16:47,46,17:02,17:51,49,맑음,1,대전 월드컵,70,대전,K10,1,서울E,K31,2
2,99,20200919,18:30,19:17,47,19:32,20:21,49,맑음,1,창원 축구센터,91,경남,K20,1,안산,K32,2
2,100,20200921,19:00,19:46,46,20:00,20:48,48,맑음,1,아산 이순신,112,아산,K34,0,수원F,K29,2
2,101,20200926,16:00,16:50,50,17:06,17:55,49,맑음,1,안양 종합,10,안양,K27,0,부천,K26,0
2,102,20200926,18:30,19:15,45,19:31,20:20,49,맑음,1,수원 종합,4,수원F,K29,1,서울E,K31,0
2,103,20200927,13:30,14:17,47,14:32,15:23,51,맑음,1,안산 와스타디움,103,안산,K32,1,대전,K10,2
2,104,20200927,16:00,16:46,46,17:02,17:51,49,맑음,1,창원 축구센터,91,경남,K20,3,아산,K34,1
2,105,20200928,19:00,19:46,46,20:01,20:49,48,맑음,1,광양 전용,5,전남,K07,0,제주,K04,2
2,106,20201003,13:30,14:16,46,14:32,15:22,50,맑음,1,제주 월드컵,85,제주,K04,4,안양,K27,1
2,107,20201003,13:30,14:16,46,14:32,15:21,49,흐림,2,부천 종합,8,부천,K26,1,전남,K07,1
2,108,20201003,16:00,16:46,46,17:01,17:50,49,맑음,1,안산 와스타디움,103,안산,K32,0,수원F,K29,4
2,109,20201003,16:00,16:46,46,17:01,17:51,50,흐림,2,잠실 올림픽,1,서울E,K31,1,경남,K20,0
2,110,20201004,16:00,16:47,47,17:03,17:53,50,흐림,2,아산 이순신,112,아산,K34,3,대전,K10,2
2,111,20201010,13:30,14:17,47,14:32,15:21,49,맑음,1,창원 축구센터,91,경남,K20,1,안양,K27,0
2,112,20201010,16:00,16:46,46,17:01,17:50,49,맑음,1,대전 월드컵,70,대전,K10,0,수원F,K29,1
2,113,20201011,13:30,14:17,47,14:32,15:28,56,맑음,1,제주 월드컵,85,제주,K04,1,안산,K32,1
2,114,20201011,13:30,14:17,47,14:32,15:21,49,맑음,1,잠실 올림픽,1,서울E,K31,3,부천,K26,0
2,115,20201011,16:00,16:47,47,17:01,17:50,49,맑음,1,광양 전용,5,전남,K07,1,아산,K34,0
2,116,20201017,13:30,14:17,47,14:32,15:22,50,맑음,1,안양 종합,10,안양,K27,1,서울E,K31,1
2,117,20201017,13:30,14:15,45,14:32,15:24,52,맑음,1,대전 월드컵,70,대전,K10,0,부천,K26,1
2,118,20201017,16:00,16:46,46,17:01,17:49,48,맑음,1,창원 축구센터,91,경남,K20,0,제주,K04,1
2,119,20201018,13:30,14:17,47,14:32,15:23,51,맑음,1,수원 종합,4,수원F,K29,3,전남,K07,4
2,120,20201018,16:00,16:46,46,17:01,17:51,50,맑음,1,아산 이순신,112,아산,K34,0,안산,K32,1
2,121,20201024,13:30,14:16,46,14:31,15:20,49,맑음,1,광양 전용,5,전남,K07,1,대전,K10,2
2,122,20201024,16:00,16:46,46,17:01,17:50,49,맑음,1,제주 월드컵,85,제주,K04,2,수원F,K29,0
2,123,20201024,16:00,16:47,47,17:01,17:52,51,맑음,1,아산 이순신,112,아산,K34,0,안양,K27,2
2,124,20201025,13:30,14:18,48,14:34,15:27,53,맑음,1,부천 종합,8,부천,K26,3,경남,K20,4
2,125,20201025,16:00,16:46,46,17:01,17:50,49,맑음,1,안산 와스타디움,103,안산,K32,0,서울E,K31,3
2,126,20201031,13:30,14:17,47,14:32,15:22,50,맑음,1,수원 종합,4,수원F,K29,2,경남,K20,1
2,127,20201031,16:00,16:49,49,17:05,17:52,47,맑음,1,부천 종합,8,부천,K26,0,아산,K34,0
2,128,20201117,19:00,19:47,47,20:03,20:51,48,흐리고 비,4,대전 월드컵,70,대전,K10,3,안양,K27,0
2,129,20201101,13:30,14:17,47,14:32,15:21,49,맑음,1,제주 월드컵,85,제주,K04,3,서울E,K31,2
2,130,20201101,16:00,16:49,49,17:02,17:50,48,흐림,2,광양 전용,5,전남,K07,0,안산,K32,0
2,131,20201121,15:00,15:48,48,16:02,16:52,50,맑음,1,창원 축구센터,91,경남,K20,1,대전,K10,0
2,132,20201107,15:00,15:47,47,16:04,16:54,50,맑음,1,안양 종합,10,안양,K27,1,수원F,K29,2
2,133,20201107,15:00,15:47,47,16:02,16:52,50,맑음,1,안산 와스타디움,103,안산,K32,2,부천,K26,0
2,134,20201107,15:00,15:46,46,16:01,16:51,50,맑음,1,아산 이순신,112,아산,K34,0,제주,K04,1
2,135,20201121,15:01,15:49,48,16:06,16:59,53,맑음,1,잠실 올림픽,1,서울E,K31,1,전남,K07,1
2,136,20201125,19:00,19:46,46,20:01,20:54,53,맑음,1,창원 축구센터,91,경남,K20,1,대전,K10,1
2,137,20201129,15:01,15:48,47,16:02,16:58,56,흐림,2,수원 종합,4,수원F,K29,1,경남,K20,1
