competition_id,match_id,date,s1_start,s1_end,s1_dur,s2_start,s2_end,s2_dur,weather,weather_id,pitch,pitch_id,home_team,home_team_id,home_score,away_team,away_team_id,away_score
1,1,20210227,14:00,14:46,46,15:01,15:51,50,맑음,1,전주 월드컵,71,전북,K05,2,서울,K09,0
1,2,20210227,16:30,17:18,48,17:33,18:20,47,맑음,1,DGB대구은행파크,114,대구,K17,1,수원F,K29,1
1,3,20210228,14:00,14:46,46,15:01,15:49,48,맑음,1,포항 스틸야드,14,포항,K03,2,인천,K18,1
1,4,20210228,16:30,17:17,47,17:32,18:20,48,흐림,2,수원 월드컵,69,수원,K02,1,광주,K22,0
1,5,20210301,14:00,14:46,46,15:01,15:49,48,비,3,울산 문수,68,울산,K01,5,강원,K21,0
1,6,20210301,16:30,17:17,47,17:32,18:21,49,비,3,탄천 종합,84,성남,K08,0,제주,K04,0
1,7,20210306,14:00,14:47,47,15:01,15:49,48,흐림,2,제주 월드컵,85,제주,K04,1,전북,K05,1
1,8,20210306,16:30,17:19,49,17:34,18:22,48,맑음,1,광주 전용,117,광주,K22,0,울산,K01,1
1,9,20210306,16:30,17:17,47,17:32,18:20,48,흐림,2,인천 전용,95,인천,K18,2,대구,K17,1
1,10,20210306,19:00,19:46,46,20:01,20:50,49,눈,5,강릉 종합,25,강원,K21,1,포항,K03,3
1,11,20210307,14:00,14:48,48,15:03,15:51,48,맑음,1,수원 월드컵,69,수원,K02,1,성남,K08,0
1,12,20210307,16:30,17:16,46,17:31,18:21,50,맑음,1,서울 월드컵,82,서울,K09,3,수원F,K29,0
1,13,20210309,19:00,19:48,48,20:04,20:54,50,맑음,1,전주 월드컵,71,전북,K05,2,강원,K21,1
1,14,20210309,19:00,19:48,48,20:03,20:51,48,맑음,1,울산 문수,68,울산,K01,3,인천,K18,1
1,15,20210309,19:30,20:17,47,20:32,21:20,48,맑음,1,제주 월드컵,85,제주,K04,1,포항,K03,0
1,16,20210310,19:00,19:48,48,20:02,20:52,50,맑음,1,DGB대구은행파크,114,대구,K17,1,광주,K22,4
1,17,20210310,19:00,19:46,46,20:00,20:50,50,맑음,1,탄천 종합,84,성남,K08,1,서울,K09,0
1,18,20210310,19:30,20:16,46,20:31,21:19,48,맑음,1,수원 종합,4,수원F,K29,0,수원,K02,0
1,19,20210313,14:00,14:47,47,15:01,15:49,48,맑음,1,DGB대구은행파크,114,대구,K17,1,제주,K04,1
